inchikey	chembl_id	task_target	family	dose	rho	q	tier	pchembl_task	n_chembl_genes	smiles
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10H1	gpcr	49.47	0.023507352997561	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
GTLUNTOVPCRQID-UHFFFAOYSA-N		OR10H1	gpcr	71.43	0.022929491423378	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
RYLXGTKGTSJWBG-UHFFFAOYSA-N		OR10H1	gpcr	49.47	0.0224637605388674	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR10H1	gpcr	257.0	0.0222661801435333	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
ZDAQNRVHEIUNRF-UHFFFAOYSA-N		OR10H1	gpcr	47.81	0.02107870051034	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC=C4C=C(C=CC4=O)Cl
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR10H1	gpcr	167.0	0.0190487291940263	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10H2	gpcr	928.26	0.0339161657648591	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10H2	gpcr	25.97	0.0315772148775694	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10H2	gpcr	100.0	0.0278681680805073	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR10H2	gpcr	200.0	0.026237838857004	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10H2	gpcr	49.47	0.0243432343030297	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
NJMMNVXTBADFAY-UHFFFAOYSA-N		OR10H2	gpcr	49.47	0.0234804921857497	0.0	3		0	CC1=C(N=NN1C2=CC(=CC=C2)OC)C(=O)NC3=CC=C(C=C3)OC
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR10H2	gpcr	257.0	0.0199675901269603	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR10H2	gpcr	167.0	0.0184341411528191	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10H3	gpcr	25.97	0.0278510424671574	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10H3	gpcr	928.26	0.0260565355444908	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
GCEWJBIDLIIRAB-UHFFFAOYSA-N	CHEMBL1433337	OR10H3	gpcr	71.43	0.0229325731612584	0.0	2		10	COC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3N=N2)OC
SVURIXNDRWRAFU-WGNAFFPOSA-N		OR10H3	gpcr	20.94	0.0215975504609389	0.0	3		0	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
FBLAHUMENIHUGG-UHFFFAOYSA-N		OR10H3	gpcr	75.9	0.0192031438787821	0.0	3		0	CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10H3	gpcr	49.47	0.0191144934341753	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
SVURIXNDRWRAFU-WGNAFFPOSA-N		OR10H4	gpcr	20.94	0.0200551560825776	0.0	3		0	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10H4	gpcr	177.37	0.01976163992002	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
GCEWJBIDLIIRAB-UHFFFAOYSA-N	CHEMBL1433337	OR10H4	gpcr	71.43	0.0195340332419441	0.0	2		10	COC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3N=N2)OC
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10H4	gpcr	25.97	0.0176760561517744	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10H5	gpcr	928.26	0.0380373041409483	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10H5	gpcr	25.97	0.0352631563067708	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR10H5	gpcr	200.0	0.0293208095180126	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10H5	gpcr	100.0	0.0284427261226258	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
NJMMNVXTBADFAY-UHFFFAOYSA-N		OR10H5	gpcr	49.47	0.0249269811827892	0.0	3		0	CC1=C(N=NN1C2=CC(=CC=C2)OC)C(=O)NC3=CC=C(C=C3)OC
JRJNDYBSBGHCTB-ZHACJKMWSA-N		OR10H5	gpcr	49.47	0.0249238022410199	0.0	3		0	CCCCC1=NN=C2N1N=C(S2)C=CC3=CC=CC=C3
KQGQIJBFNSFSGQ-UHFFFAOYSA-N		OR10H5	gpcr	65.94	0.0246420057670898	0.0	3		0	CC1=C(SC(=C1C#N)NC(=O)C)C
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10H5	gpcr	49.47	0.0242424285601798	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
GTLUNTOVPCRQID-UHFFFAOYSA-N		OR10H5	gpcr	71.43	0.0232029813769503	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
UTERTIQWWDNHQO-UHFFFAOYSA-N		OR10H5	gpcr	58.44	0.0224137705983479	0.0	3		0	CC1=C(C=C(C=C1)OC(C)C2=NC(=NO2)C3=CC=NC=C3)C
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR10H5	gpcr	257.0	0.0215000891020675	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR10H5	gpcr	167.0	0.0200792072863293	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10J1	gpcr	928.26	0.0219980354100648	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10J1	gpcr	100.0	0.0209651247605531	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10J1	gpcr	177.37	0.0204633515068426	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR10J1	gpcr	263.0	0.0201839234332989	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
ZDAQNRVHEIUNRF-UHFFFAOYSA-N		OR10J1	gpcr	47.81	0.0200995789094328	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC=C4C=C(C=CC4=O)Cl
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR10J1	gpcr	57.3	0.0191161163674759	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR10J1	gpcr	71.43	0.0188725560797859	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
UTERTIQWWDNHQO-UHFFFAOYSA-N		OR10J1	gpcr	58.44	0.0184446642708175	0.0	3		0	CC1=C(C=C(C=C1)OC(C)C2=NC(=NO2)C3=CC=NC=C3)C
NDLLKGKHHLXJDU-UHFFFAOYSA-N		OR10J1	gpcr	13.8	0.0178014259306566	0.0	3		0	C1=COC2=C(C=C(C=C2C1=O)Cl)Br
ASSARNSJJMNBLQ-UHFFFAOYSA-N		OR10J1	gpcr	97.7	0.0174056777751652	0.0	3		0	COC1=CC=CC=C1N2CCN(CC2)CCC(=O)NC3=CC(=C(C=C3)F)F
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR10J1	gpcr	257.0	0.0168855749258968	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10J3	gpcr	928.26	0.0242599514880619	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10J3	gpcr	25.97	0.0227186535047146	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
SVURIXNDRWRAFU-WGNAFFPOSA-N		OR10J3	gpcr	20.94	0.0222769518449005	0.0	3		0	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR10J3	gpcr	200.0	0.0208712004249093	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10J3	gpcr	100.0	0.0201472691651041	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR10J3	gpcr	71.43	0.019606872272243	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
BQNMCASOYODBDK-UHFFFAOYSA-N		OR10J3	gpcr	14.94	0.0195221778461849	0.0	3		0	CC1=NN2C(=CC(=NC2=C1C3=CC=CC=C3)C(C)C)N4CCN(CC4)CCO
FBLAHUMENIHUGG-UHFFFAOYSA-N		OR10J3	gpcr	75.9	0.0188868210227109	0.0	3		0	CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O
GDJHGJSTQODXMC-UHFFFAOYSA-N		OR10J3	gpcr	75.1	0.0182896441925145	0.0	3		0	CC1=CC=CC2=C1OC(=CC2=O)C3=CC=C(C=C3)OC
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR10J3	gpcr	263.0	0.0180821392712367	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR10J3	gpcr	57.3	0.0170008437874507	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10J4	gpcr	177.37	0.0225287661413973	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10J4	gpcr	928.26	0.0220948121786984	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10J4	gpcr	100.0	0.0207147209304618	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR10J4	gpcr	71.43	0.0198418593081206	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR10J4	gpcr	57.3	0.0192716593759623	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10J4	gpcr	25.97	0.0183033455014109	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR10J4	gpcr	263.0	0.0172674882067701	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10J5	gpcr	177.37	0.0224512600723134	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR10J5	gpcr	71.43	0.0187092410362189	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10J5	gpcr	100.0	0.0186183669589527	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
NDLLKGKHHLXJDU-UHFFFAOYSA-N		OR10J5	gpcr	13.8	0.0185485636939568	0.0	3		0	C1=COC2=C(C=C(C=C2C1=O)Cl)Br
ZDAQNRVHEIUNRF-UHFFFAOYSA-N		OR10J5	gpcr	47.81	0.0183252388375798	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC=C4C=C(C=CC4=O)Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10J5	gpcr	928.26	0.0179439643425571	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10J6P	gpcr	177.37	0.0209131681498988	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR10J6P	gpcr	200.0	0.0175877408769489	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
OXCCUFXJRLKBPC-UHFFFAOYSA-N		OR10J6P	gpcr	16.2	0.0156670369501641	0.0	3		0	COC1=CC(=C(C=C1)OC)NC=C2C=C(C=C(C2=O)I)I
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10K1	gpcr	177.37	0.0239641249762605	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10K1	gpcr	100.0	0.021390372418929	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR10K1	gpcr	71.43	0.0199370146620815	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10K1	gpcr	49.47	0.0198735615921945	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10K1	gpcr	928.26	0.0196504890515388	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
SVURIXNDRWRAFU-WGNAFFPOSA-N		OR10K1	gpcr	20.94	0.019612835461554	0.0	3		0	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR10K1	gpcr	57.3	0.0171064718085771	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10K2	gpcr	177.37	0.0229337678673547	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
SVURIXNDRWRAFU-WGNAFFPOSA-N		OR10K2	gpcr	20.94	0.0214532613365118	0.0	3		0	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
GCEWJBIDLIIRAB-UHFFFAOYSA-N	CHEMBL1433337	OR10P1	gpcr	71.43	0.0291157707393693	0.0	2		10	COC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3N=N2)OC
JVGZJQMIINCCIN-NDENLUEZSA-N		OR10P1	gpcr	57.9	0.0278604407555078	0.0	3		0	C1=CC=C2C(=C1)C=CC=C2C=NNC(=O)CSC3=CC=CC=N3
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10P1	gpcr	49.47	0.0269548738916629	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
MNWKVEIZMVREIO-VQHVLOKHSA-N		OR10P1	gpcr	169.91	0.0266519717896427	0.0	3		0	CCN1C(=O)C(=CC2=CC=CC=N2)SC1=S
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10P1	gpcr	928.26	0.0263680773585019	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10P1	gpcr	100.0	0.0256471241459884	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
VNCNRGORRVUAOZ-UHFFFAOYSA-N	CHEMBL1871588	OR10P1	gpcr	199.3	0.0256414322570557	0.0	2		11	C1=CSC(=C1)C=C2C(=O)NC(=O)NC2=O
NJMMNVXTBADFAY-UHFFFAOYSA-N		OR10P1	gpcr	49.47	0.0252291715139066	0.0	3		0	CC1=C(N=NN1C2=CC(=CC=C2)OC)C(=O)NC3=CC=C(C=C3)OC
CHSGUGISNUQPGG-UHFFFAOYSA-N		OR10P1	gpcr	49.47	0.0248563910460956	0.0	3		0	C1CCC(CC1)CNCCSC2=NN=NN2C3=CC=CC=C3
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10P1	gpcr	25.97	0.0247135106171349	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10Q1	gpcr	928.26	0.0355365371012761	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10Q1	gpcr	25.97	0.032625223199445	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR10Q1	gpcr	200.0	0.0272412282363889	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10Q1	gpcr	100.0	0.0265873217811498	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10Q1	gpcr	49.47	0.0254017427225645	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
JRJNDYBSBGHCTB-ZHACJKMWSA-N		OR10Q1	gpcr	49.47	0.0249469918038146	0.0	3		0	CCCCC1=NN=C2N1N=C(S2)C=CC3=CC=CC=C3
NJMMNVXTBADFAY-UHFFFAOYSA-N		OR10Q1	gpcr	49.47	0.024575047549025	0.0	3		0	CC1=C(N=NN1C2=CC(=CC=C2)OC)C(=O)NC3=CC=C(C=C3)OC
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR10Q1	gpcr	167.0	0.0202408956104245	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
ZBHZRCBFWSEHBP-JYRVWZFOSA-N		OR10Q1	gpcr	12.22	0.019562365318269	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)NN=CC3=CC=CO3
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR10Q1	gpcr	257.0	0.0184916528958363	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10R2	gpcr	928.26	0.0279195760005509	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR10R2	gpcr	100.0	0.0234955650046811	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10R2	gpcr	25.97	0.023067964677407	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR10R2	gpcr	200.0	0.0211780993627027	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR10R2	gpcr	71.43	0.0208474961402856	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
DIXVUMFALGTULE-ALCCZGGFSA-N		OR10R2	gpcr	9.27	0.0206421914568491	0.0	3		0	C1OC2=C(O1)C=C(C=C2)C=CC3=NC=CC4=C3NC5=CC=CC=C45
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR10R2	gpcr	263.0	0.0205929246217015	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
SVURIXNDRWRAFU-WGNAFFPOSA-N		OR10R2	gpcr	20.94	0.020374896409365	0.0	3		0	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR10R2	gpcr	177.37	0.02001714662767	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10R2	gpcr	49.47	0.0194834975894901	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR10R2	gpcr	57.3	0.0188993390108766	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
NDLLKGKHHLXJDU-UHFFFAOYSA-N		OR10R2	gpcr	13.8	0.0183633465728243	0.0	3		0	C1=COC2=C(C=C(C=C2C1=O)Cl)Br
JRJNDYBSBGHCTB-ZHACJKMWSA-N		OR10R2	gpcr	49.47	0.018311621587518	0.0	3		0	CCCCC1=NN=C2N1N=C(S2)C=CC3=CC=CC=C3
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10S1	gpcr	928.26	0.0476027279040269	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10S1	gpcr	25.97	0.0428325762390411	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR10S1	gpcr	200.0	0.0349008923819193	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
VGYCHSOZFBOOKO-UHFFFAOYSA-N	CHEMBL1392132	OR10S1	gpcr	32.9	0.0321086283062323	0.0	2		24	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		OR10S1	gpcr	94.6	0.0309777094044952	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
GTLUNTOVPCRQID-UHFFFAOYSA-N		OR10S1	gpcr	71.43	0.0291653956234676	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
RFHAOTPXVQNOHP-UHFFFAOYSA-N	CHEMBL106	OR10S1	gpcr	20.0	0.0287517844812244	0.0	2		9	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CCOJFDRSZSSKOG-SNVBAGLBSA-N	CHEMBL3039482	OR10S1	gpcr	13.4	0.0286206709101338	0.0	2		3	CC(C1=CC=C(C=C1)OC)C(=O)C2=C(C=C(C=C2)O)O
KQGQIJBFNSFSGQ-UHFFFAOYSA-N		OR10S1	gpcr	65.94	0.0284917602030287	0.0	3		0	CC1=C(SC(=C1C#N)NC(=O)C)C
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR10S1	gpcr	49.47	0.0282580060872035	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
RYLXGTKGTSJWBG-UHFFFAOYSA-N		OR10S1	gpcr	49.47	0.0275319731594535	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
OONWCXLYKDWKOU-VURMDHGXSA-N	CHEMBL305763	OR10S1	gpcr	10.36	0.0270604259760949	0.0	2		21	C1=CC=C(C=C1)C=C2C(=O)NC(=S)S2
JRJNDYBSBGHCTB-ZHACJKMWSA-N		OR10S1	gpcr	49.47	0.0270365300478997	0.0	3		0	CCCCC1=NN=C2N1N=C(S2)C=CC3=CC=CC=C3
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR10S1	gpcr	167.0	0.0239167690022927	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR10T2	gpcr	928.26	0.0288290007869322	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR10T2	gpcr	25.97	0.0261074103478363	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
